Gender,Age,Annual_Income,Income_Type,Employment_Status,Education,Credit_History,Approved
Female,44,26349,Commercial Associate,Unemployed,Incomplete Higher,Good,0
Female,45,59254,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,39,53225,Working,Unemployed,Academic Degree,Good,1
Female,31,27453,Working,Employed,Lower Secondary,Good,1
Female,24,164886,Pensioner,Employed,Higher Education,Good,1
Male,54,164335,State Servant,Employed,Secondary / Secondary Special,Bad,0
Male,39,92694,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,22,30735,State Servant,Employed,Secondary / Secondary Special,Bad,0
Female,72,161902,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,19,62893,State Servant,Employed,Higher Education,Good,1
Female,44,142006,State Servant,Unemployed,Higher Education,Good,1
Female,38,60066,Commercial Associate,Employed,Academic Degree,Good,1
Male,71,149445,Commercial Associate,Employed,Lower Secondary,Good,1
Male,55,156407,Commercial Associate,Unemployed,Higher Education,Good,1
Female,32,169813,Pensioner,Employed,Academic Degree,Good,1
Male,38,25692,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,27,60541,Working,Employed,Lower Secondary,Good,1
Female,40,81983,Commercial Associate,Employed,Higher Education,Bad,0
Female,73,165655,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,56,168837,Commercial Associate,Employed,Academic Degree,Good,1
Female,22,169978,State Servant,Employed,Higher Education,Bad,1
Male,18,135747,Pensioner,Unemployed,Higher Education,Bad,0
Male,30,100103,Commercial Associate,Unemployed,Incomplete Higher,Bad,0
Female,38,165592,Pensioner,Employed,Higher Education,Good,1
Female,43,40566,Working,Employed,Secondary / Secondary Special,Good,1
Male,67,88193,Working,Unemployed,Higher Education,Good,1
Male,62,176206,Commercial Associate,Employed,Lower Secondary,Good,1
Female,38,156417,Working,Unemployed,Incomplete Higher,Good,1
Male,70,136015,Pensioner,Employed,Lower Secondary,Bad,0
Female,35,145956,State Servant,Unemployed,Academic Degree,Bad,0
Male,54,85744,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,62,48455,Working,Unemployed,Secondary / Secondary Special,Good,0
Male,49,174090,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Female,53,69219,Pensioner,Employed,Lower Secondary,Good,1
Male,34,60991,Working,Employed,Academic Degree,Good,1
Male,52,88616,Pensioner,Employed,Higher Education,Good,1
Female,66,102438,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,28,131841,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Female,38,155558,Pensioner,Unemployed,Lower Secondary,Good,1
Male,69,73870,Working,Employed,Lower Secondary,Good,1
Female,72,101694,Commercial Associate,Employed,Higher Education,Good,1
Male,70,58856,Working,Employed,Incomplete Higher,Bad,0
Female,43,116407,State Servant,Unemployed,Academic Degree,Bad,0
Male,21,46379,Working,Employed,Incomplete Higher,Good,1
Female,51,79729,Working,Employed,Academic Degree,Good,1
Male,69,174450,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,65,69353,Pensioner,Unemployed,Lower Secondary,Good,1
Female,35,29031,Working,Employed,Secondary / Secondary Special,Good,1
Female,57,80982,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,52,51683,State Servant,Employed,Higher Education,Good,1
Female,58,129091,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,46,132797,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,69,163690,Pensioner,Unemployed,Academic Degree,Bad,0
Male,46,21587,Working,Employed,Academic Degree,Good,1
Female,55,77790,State Servant,Employed,Lower Secondary,Good,1
Male,59,46480,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,38,166599,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,59,38569,Working,Unemployed,Academic Degree,Good,1
Male,30,26151,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Male,66,59739,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,58,47954,Commercial Associate,Employed,Lower Secondary,Good,1
Male,34,124373,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,73,49700,Commercial Associate,Employed,Higher Education,Bad,0
Male,26,138728,State Servant,Unemployed,Incomplete Higher,Good,1
Female,58,81788,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Male,18,86045,Pensioner,Employed,Academic Degree,Good,1
Female,19,159972,Working,Unemployed,Higher Education,Good,1
Male,65,142992,State Servant,Employed,Higher Education,Good,1
Male,46,95059,Working,Unemployed,Academic Degree,Good,1
Male,50,16881,State Servant,Unemployed,Higher Education,Good,1
Female,27,179109,Pensioner,Employed,Academic Degree,Good,1
Male,67,147702,State Servant,Employed,Higher Education,Bad,0
Male,57,35789,State Servant,Unemployed,Incomplete Higher,Good,1
Female,38,141083,State Servant,Employed,Higher Education,Bad,1
Male,45,103059,Working,Employed,Lower Secondary,Good,1
Female,28,61151,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,72,124388,Working,Unemployed,Higher Education,Bad,0
Male,51,18262,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,25,81981,Working,Employed,Lower Secondary,Good,1
Male,39,135951,Pensioner,Unemployed,Higher Education,Good,1
Female,25,138099,Pensioner,Unemployed,Higher Education,Good,1
Female,66,96972,State Servant,Unemployed,Lower Secondary,Good,1
Male,32,90485,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,34,69722,State Servant,Unemployed,Lower Secondary,Good,1
Female,40,104499,Commercial Associate,Employed,Academic Degree,Bad,1
Female,41,176004,Pensioner,Unemployed,Lower Secondary,Good,1
Female,62,21901,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,36,132473,Working,Employed,Incomplete Higher,Good,1
Male,22,23597,Commercial Associate,Unemployed,Higher Education,Bad,0
Female,49,144631,Working,Unemployed,Higher Education,Bad,0
Male,61,78909,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,18,87391,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,40,154335,Pensioner,Employed,Lower Secondary,Good,1
Male,54,78293,Commercial Associate,Unemployed,Lower Secondary,Good,0
Female,25,171877,Pensioner,Employed,Incomplete Higher,Good,1
Female,30,26874,Pensioner,Employed,Lower Secondary,Bad,0
Female,25,101402,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,74,29079,State Servant,Employed,Academic Degree,Good,1
Female,40,87779,Working,Employed,Higher Education,Good,1
Male,60,110408,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,18,155090,Working,Unemployed,Higher Education,Good,1
Male,62,135606,Commercial Associate,Employed,Academic Degree,Good,1
Female,68,135062,State Servant,Unemployed,Incomplete Higher,Bad,0
Female,41,27100,State Servant,Employed,Academic Degree,Good,1
Male,52,72021,Commercial Associate,Employed,Lower Secondary,Good,1
Male,41,165872,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,34,143126,State Servant,Unemployed,Lower Secondary,Good,1
Male,22,107446,State Servant,Employed,Academic Degree,Good,1
Female,37,44437,Working,Unemployed,Academic Degree,Bad,0
Male,38,166014,State Servant,Unemployed,Academic Degree,Good,1
Female,57,35862,Commercial Associate,Employed,Higher Education,Bad,0
Male,48,26669,Working,Employed,Academic Degree,Good,1
Female,63,136219,Commercial Associate,Employed,Lower Secondary,Good,1
Male,53,30916,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Female,28,25878,Working,Employed,Academic Degree,Good,1
Female,69,17985,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,32,56235,State Servant,Unemployed,Lower Secondary,Good,1
Male,36,33931,Pensioner,Employed,Academic Degree,Good,1
Female,24,107876,Commercial Associate,Unemployed,Higher Education,Bad,0
Male,68,15336,Working,Unemployed,Higher Education,Bad,0
Female,45,57933,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,68,60536,Pensioner,Unemployed,Higher Education,Good,1
Female,60,84504,Working,Employed,Higher Education,Good,1
Female,22,114214,Pensioner,Unemployed,Higher Education,Bad,0
Female,22,128936,Commercial Associate,Employed,Lower Secondary,Good,1
Female,47,31279,State Servant,Employed,Higher Education,Bad,0
Female,71,118751,State Servant,Employed,Incomplete Higher,Good,1
Female,49,119433,Commercial Associate,Employed,Academic Degree,Good,1
Male,25,86386,Commercial Associate,Unemployed,Higher Education,Good,1
Male,27,101124,Commercial Associate,Unemployed,Higher Education,Good,1
Male,55,120750,Working,Unemployed,Higher Education,Bad,0
Female,64,92485,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,49,89055,Pensioner,Unemployed,Higher Education,Bad,0
Female,65,106911,Pensioner,Employed,Higher Education,Good,1
Female,45,113618,Commercial Associate,Employed,Academic Degree,Good,1
Male,34,128892,Pensioner,Employed,Incomplete Higher,Bad,0
Male,48,86128,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,25,164180,Working,Employed,Higher Education,Good,1
Male,57,67495,State Servant,Unemployed,Incomplete Higher,Good,1
Male,42,97806,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Female,26,108185,Commercial Associate,Employed,Incomplete Higher,Bad,0
Male,19,64649,State Servant,Unemployed,Incomplete Higher,Good,1
Female,32,179957,State Servant,Unemployed,Incomplete Higher,Bad,0
Male,67,110402,Working,Employed,Lower Secondary,Good,1
Female,20,45676,Pensioner,Employed,Lower Secondary,Good,1
Female,66,79093,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Female,53,94414,Pensioner,Employed,Incomplete Higher,Good,1
Female,21,108095,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,31,87307,Working,Employed,Incomplete Higher,Good,1
Female,58,110432,State Servant,Unemployed,Higher Education,Good,1
Female,58,46923,Working,Employed,Secondary / Secondary Special,Good,1
Female,42,132449,State Servant,Employed,Lower Secondary,Good,1
Male,72,62574,Pensioner,Unemployed,Academic Degree,Bad,0
Female,67,136757,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Male,27,68664,Working,Unemployed,Lower Secondary,Good,0
Female,38,82384,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,53,46027,Working,Unemployed,Secondary / Secondary Special,Good,0
Male,29,49485,State Servant,Employed,Incomplete Higher,Bad,0
Female,44,165528,State Servant,Unemployed,Higher Education,Good,1
Male,57,50554,Pensioner,Employed,Academic Degree,Good,1
Female,19,61922,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,71,28409,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,30,51639,State Servant,Employed,Academic Degree,Bad,0
Male,70,34692,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,49,104037,Pensioner,Unemployed,Higher Education,Good,1
Female,48,33074,Pensioner,Employed,Academic Degree,Bad,0
Female,33,161621,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,49,44963,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,49,67265,Commercial Associate,Unemployed,Higher Education,Good,1
Female,51,31061,State Servant,Unemployed,Academic Degree,Good,0
Female,28,174882,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,27,128502,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Male,32,37800,Commercial Associate,Unemployed,Lower Secondary,Good,0
Male,34,131192,Working,Employed,Higher Education,Good,1
Female,57,122228,State Servant,Employed,Incomplete Higher,Bad,0
Female,35,43054,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,72,28233,Working,Employed,Academic Degree,Good,1
Male,26,171140,Working,Unemployed,Lower Secondary,Bad,0
Female,42,80727,State Servant,Unemployed,Lower Secondary,Bad,0
Female,57,105610,Working,Employed,Secondary / Secondary Special,Good,1
Female,31,85453,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,42,119135,Working,Employed,Secondary / Secondary Special,Good,1
Male,67,171904,State Servant,Employed,Incomplete Higher,Good,1
Male,39,123464,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,69,28682,State Servant,Employed,Higher Education,Bad,0
Male,47,169455,State Servant,Unemployed,Academic Degree,Bad,0
Male,37,73160,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,38,38666,Pensioner,Employed,Incomplete Higher,Good,1
Female,61,73817,Pensioner,Unemployed,Academic Degree,Bad,0
Male,49,106198,Pensioner,Unemployed,Lower Secondary,Good,1
Female,68,56830,Working,Unemployed,Secondary / Secondary Special,Good,0
Male,63,25234,Commercial Associate,Unemployed,Academic Degree,Good,0
Female,66,72616,Pensioner,Employed,Lower Secondary,Good,1
Male,73,24221,Working,Unemployed,Incomplete Higher,Bad,0
Female,38,157482,Working,Unemployed,Higher Education,Good,1
Male,52,16051,Working,Employed,Secondary / Secondary Special,Good,1
Male,49,125529,Commercial Associate,Employed,Higher Education,Bad,0
Male,47,91918,Working,Employed,Incomplete Higher,Good,1
Female,72,93116,Commercial Associate,Employed,Academic Degree,Bad,0
Male,56,137226,State Servant,Unemployed,Academic Degree,Good,1
Male,66,59757,Working,Employed,Incomplete Higher,Good,1
Female,29,136008,Pensioner,Unemployed,Incomplete Higher,Bad,0
Female,58,146379,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,64,71889,State Servant,Employed,Lower Secondary,Good,1
Male,35,50944,State Servant,Employed,Higher Education,Good,1
Female,38,114555,Working,Employed,Higher Education,Good,1
Female,30,53134,State Servant,Employed,Academic Degree,Good,1
Female,38,173395,Commercial Associate,Employed,Academic Degree,Good,1
Female,25,40954,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,63,104959,Working,Unemployed,Incomplete Higher,Bad,0
Male,57,19992,Commercial Associate,Unemployed,Higher Education,Good,0
Female,63,16961,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Male,24,27497,Pensioner,Unemployed,Academic Degree,Good,1
Male,40,178623,Working,Employed,Academic Degree,Bad,1
Male,61,28255,State Servant,Employed,Higher Education,Bad,0
Female,49,150639,Working,Unemployed,Academic Degree,Good,1
Male,28,63847,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,39,35389,Pensioner,Unemployed,Lower Secondary,Good,1
Female,39,138802,Working,Employed,Incomplete Higher,Good,1
Male,60,76576,Working,Employed,Academic Degree,Good,1
Male,42,58919,Commercial Associate,Employed,Lower Secondary,Good,1
Female,39,18358,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,0
Male,45,103535,Working,Unemployed,Academic Degree,Good,1
Male,46,120982,Commercial Associate,Employed,Secondary / Secondary Special,Bad,0
Male,30,20698,Commercial Associate,Employed,Academic Degree,Bad,0
Female,35,81809,Commercial Associate,Unemployed,Higher Education,Good,1
Female,19,108079,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,46,70805,Commercial Associate,Employed,Lower Secondary,Good,1
Male,38,177421,Pensioner,Unemployed,Higher Education,Good,1
Male,32,90033,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,69,113239,State Servant,Employed,Lower Secondary,Good,1
Male,44,145407,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,67,59041,Pensioner,Unemployed,Lower Secondary,Bad,0
Female,48,46954,Pensioner,Unemployed,Incomplete Higher,Good,1
Female,32,23002,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,68,84783,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,40,122524,State Servant,Unemployed,Higher Education,Good,1
Male,41,139857,Commercial Associate,Employed,Academic Degree,Bad,0
Female,61,34738,Working,Employed,Higher Education,Good,1
Female,30,25703,Commercial Associate,Unemployed,Academic Degree,Bad,0
Female,39,128776,Commercial Associate,Employed,Higher Education,Bad,0
Female,60,158464,Commercial Associate,Employed,Academic Degree,Good,1
Male,54,59724,Commercial Associate,Employed,Lower Secondary,Good,1
Female,50,47299,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,73,30641,Commercial Associate,Unemployed,Academic Degree,Bad,0
Female,20,94534,Commercial Associate,Employed,Lower Secondary,Good,1
Female,71,21305,State Servant,Employed,Incomplete Higher,Bad,0
